record_id,branch_code,entity_name,circle_zone,branch_tier,fiscal_year,period_type,merger_cutoff_date,gross_npa_pct,net_npa_pct,cost_to_income_pct,roa_pct,casa_ratio_pct,car_crar_pct,advances_inr_cr,deposits_inr_cr
3175,BR-9701,State Bank of India (Consolidated),Hyderabad,Metro,2021,Post-Merger,2017-04-01,2.48,0.75,49.46,1.11,45.55,15.63,932.97,1268.2
3176,BR-5936,State Bank of India (Consolidated),Hyderabad,Urban,2020,Post-Merger,2017-04-01,6.89,2.48,39.7,0.87,42.06,15.32,632.66,902.16
3177,BR-8618,State Bank of India (Consolidated),Lucknow,Metro,2019,Post-Merger,2017-04-01,6.57,2.31,41.01,0.62,44.44,13.91,471.39,683.13
3178,BR-8915,State Bank of India (Parent),Hyderabad,Semi-Urban,2016,Pre-Merger,2017-04-01,9.44,5.01,61.26,0.39,37.42,13.13,453.65,621.31
3179,BR-6503,State Bank of India (Consolidated),Thiruvananthapuram,Semi-Urban,2018,Post-Merger,2017-04-01,5.68,2.56,42.41,0.45,38.85,13.14,1179.32,1445.76
3180,BR-6576,State Bank of Travancore,Bengaluru,Urban,2014,Pre-Merger,2017-04-01,9.39,5.11,59.3,0.71,32.88,12.75,1468.62,1811.59
3181,BR-1603,State Bank of India (Parent),Chennai,Metro,2017,Pre-Merger,2017-04-01,6.04,4.09,57.05,0.11,44.64,10.93,248.37,350.11
3182,BR-1560,State Bank of India (Parent),Kolkata,Rural,2017,Pre-Merger,2017-04-01,9.7,4.94,49.64,1.2,38.06,12.92,700.27,843.28
3183,BR-6801,State Bank of India (Consolidated),Bengaluru,Semi-Urban,2019,Post-Merger,2017-01-04,4.48,1.32,50.84,0.84,45.44,12.52,1420.97,1798.63
3184,BR-5261,State Bank of Patiala,Ahmedabad,Semi-Urban,2014,Pre-Merger,2017-04-01,8.58,5.58,50.13,1.2,44.82,12.72,577.91,716.0
3185,BR-4743,State Bank of India (Consolidated),Chandigarh,Rural,2021,Post-Merger,2017-04-01,6.0,1.97,53.99,1.06,51.03,16.85,1010.59,1455.87
3186,BR-6580,State Bank of India (Consolidated),Chennai,Semi-Urban,2021,Post-Merger,2017-01-04,8.0,3.39,42.13,1.45,50.01,14.16,1399.34,1915.57
3187,BR-8764,State Bank of Travancore,Jaipur,Rural,2015,Pre-Merger,2017-04-01,11.95,6.12,59.2,0.99,50.59,12.36,497.44,596.16
3188,BR-1073,State Bank of India (Consolidated),Chennai,Semi-Urban,2019,Post-Merger,2017-04-01,6.53,1.77,46.61,0.58,50.43,12.75,977.72,1408.58
3189,BR-5681,State Bank of India (Consolidated),Bhopal,Semi-Urban,2020,Post-Merger,2017-04-01,8.56,3.57,47.37,1.11,46.55,13.36,1020.96,1408.25
3190,BR-1200,State Bank of Bikaner and Jaipur,Hyderabad,Semi-Urban,2017,Pre-Merger,2017-01-04,9.37,6.24,52.27,0.8,41.1,12.27,646.74,798.27
3191,BR-4892,State Bank of India (Consolidated),Lucknow,Urban,2018,Post-Merger,2017-04-01,7.16,2.91,49.11,1.0,43.32,12.34,419.69,565.56
3192,BR-9517,State Bank of India (Consolidated),Jaipur,Urban,2018,Post-Merger,2017-04-01,4.24,1.1,48.79,1.04,42.22,13.35,1429.25,1881.14
3193,BR-6694,State Bank of Hyderabad,Mumbai Metro,Metro,2017,Pre-Merger,2017-04-01,15.0,9.75,54.87,-0.16,40.12,12.49,1471.3,2043.5
3194,BR-7823,State Bank of India (Consolidated),Chandigarh,Urban,2018,Post-Merger,2017-04-01,8.6,3.75,44.9,0.94,46.23,13.3,94.13,130.89
3195,BR-1631,State Bank of India (Consolidated),Jaipur,Rural,2021,Post-Merger,2017-01-04,5.15,1.47,46.22,0.94,48.2,14.86,1086.24,1574.31
3196,BR-5425,State Bank of Travancore,Kolkata,Metro,2016,Pre-Merger,2017-04-01,6.96,3.6,55.92,0.17,38.76,13.21,927.45,1173.05
3197,BR-8302,State Bank of Patiala,Mumbai Metro,Urban,2016,Pre-Merger,2017-04-01,10.67,5.58,47.7,0.61,44.19,12.93,197.72,273.18
3198,BR-9762,State Bank of India (Consolidated),Mumbai Metro,Semi-Urban,2020,Post-Merger,2017-04-01,4.18,1.84,44.85,0.32,45.1,13.07,1221.99,1441.49
3199,BR-8246,State Bank of India (Consolidated),Jaipur,Rural,2018,Post-Merger,2017-01-04,6.46,2.27,51.67,1.07,41.09,14.65,1454.81,2068.1
3200,BR-6516,State Bank of Patiala,Delhi NCR,Semi-Urban,2016,Pre-Merger,2017-04-01,9.63,6.45,55.26,0.01,44.67,11.34,215.92,265.07
3201,BR-5043,State Bank of Hyderabad,Kolkata,Metro,2016,Pre-Merger,2017-01-04,9.65,5.79,51.95,1.07,40.9,12.98,652.92,886.9
3202,BR-2693,State Bank of India (Consolidated),Lucknow,Urban,2018,Post-Merger,2017-01-04,5.24,1.32,47.34,1.11,42.63,14.25,598.61,716.46
3203,BR-6701,State Bank of Bikaner and Jaipur,Ahmedabad,Metro,2015,Pre-Merger,2017-04-01,7.49,4.89,49.3,0.57,36.99,11.0,780.84,1052.7
3204,BR-5935,State Bank of Mysore,Mumbai Metro,Semi-Urban,2016,Pre-Merger,2017-04-01,17.1,9.81,57.98,0.61,35.03,12.94,1316.7,1865.88
3205,BR-8800,State Bank of India (Consolidated),Jaipur,Urban,2018,Post-Merger,2017-04-01,7.56,3.21,49.63,1.03,45.58,12.87,949.69,1177.18
3206,BR-4243,State Bank of India (Consolidated),Jaipur,Semi-Urban,2019,Post-Merger,2017-01-04,6.62,2.81,45.23,0.1,45.31,14.56,1216.8,1717.35
3207,BR-1216,State Bank of India (Parent),Bengaluru,Semi-Urban,2015,Pre-Merger,2017-04-01,6.71,3.81,50.27,0.26,38.03,13.85,438.68,545.23
3208,BR-8180,State Bank of Patiala,Kolkata,Semi-Urban,2014,Pre-Merger,2017-01-04,9.05,5.56,56.6,0.49,42.71,13.53,1015.36,1212.52
3209,BR-5659,State Bank of India (Parent),Kolkata,Semi-Urban,2017,Pre-Merger,2017-04-01,11.0,6.22,55.49,1.2,44.23,11.71,889.37,1220.31
3210,BR-6306,State Bank of Patiala,Chennai,Semi-Urban,2015,Pre-Merger,2017-04-01,11.36,6.15,57.97,-0.2,37.98,12.82,663.88,927.93
3211,BR-9779,State Bank of India (Consolidated),Chandigarh,Metro,2020,Post-Merger,2017-01-04,5.89,2.4,48.43,0.64,49.81,16.55,392.71,465.48
3212,BR-2348,State Bank of India (Consolidated),Kolkata,Rural,2019,Post-Merger,2017-01-04,9.92,2.85,49.86,0.92,39.16,15.98,1495.23,1729.03
3213,BR-5755,State Bank of India (Parent),Lucknow,Urban,2017,Pre-Merger,2017-04-01,9.93,5.66,46.84,0.49,49.98,12.73,750.52,897.6
3214,BR-8273,State Bank of India (Consolidated),Chennai,Metro,2018,Post-Merger,2017-04-01,4.96,1.74,45.74,0.12,48.56,14.48,869.33,1071.9
3215,BR-8020,State Bank of India (Consolidated),Chennai,Semi-Urban,2019,Post-Merger,2017-04-01,4.8,2.14,48.88,0.98,44.66,15.52,1379.83,1799.28
3216,BR-4305,State Bank of Mysore,Jaipur,Metro,2015,Pre-Merger,2017-04-01,14.39,8.18,60.38,-0.42,41.8,11.95,605.88,811.34
3217,BR-9283,State Bank of Mysore,Thiruvananthapuram,Semi-Urban,2014,Pre-Merger,2017-04-01,9.89,5.36,59.34,0.26,42.85,12.23,1377.42,1635.45
3218,BR-4128,State Bank of India (Consolidated),Delhi NCR,Metro,2020,Post-Merger,2017-04-01,5.44,1.43,47.11,0.93,48.96,13.19,336.3,411.29
3219,BR-5724,State Bank of India (Consolidated),Chandigarh,Metro,2020,Post-Merger,2017-04-01,7.03,2.03,51.19,1.6,43.85,12.63,710.27,859.46
3220,BR-5473,State Bank of India (Consolidated),Jaipur,Urban,2018,Post-Merger,2017-04-01,6.01,1.92,44.48,0.41,56.0,11.66,1199.14,1629.17
3221,BR-7234,State Bank of India (Consolidated),Delhi NCR,Metro,2021,Post-Merger,2017-04-01,7.24,2.33,43.98,0.83,47.47,13.8,461.72,576.03
3222,BR-7902,State Bank of India (Consolidated),Jaipur,Metro,2020,Post-Merger,2017-01-04,6.28,2.05,39.81,0.61,51.95,14.68,654.46,896.25
3223,BR-4187,State Bank of India (Parent),Ahmedabad,Semi-Urban,2017,Pre-Merger,2017-04-01,9.57,4.92,54.7,0.76,42.04,11.09,957.15,1323.63
3224,BR-2658,State Bank of India (Parent),Thiruvananthapuram,Urban,2017,Pre-Merger,2017-04-01,6.84,4.4,54.44,0.71,41.93,10.93,453.8,585.08
3225,BR-4470,State Bank of India (Parent),Chandigarh,Metro,2014,Pre-Merger,2017-01-04,9.91,5.725,54.4,1.2,44.06,12.21,1104.21,1310.21
3226,BR-4538,State Bank of India (Consolidated),Lucknow,Metro,2021,Post-Merger,2017-01-04,4.96,2.21,44.63,0.85,50.89,14.77,1405.0,1634.91
3227,BR-8801,State Bank of India (Consolidated),Lucknow,Semi-Urban,2020,Post-Merger,2017-01-04,5.92,2.52,55.47,0.3,45.8,13.91,966.58,1169.31
3228,BR-6674,State Bank of Patiala,Chandigarh,Rural,2016,Pre-Merger,2017-04-01,11.56,6.99,59.24,0.12,43.92,13.1,1003.35,1410.8
3229,BR-7190,State Bank of India (Consolidated),Mumbai Metro,Rural,2021,Post-Merger,2017-04-01,5.81,1.53,48.35,0.38,41.61,14.17,938.5,1284.47
3230,BR-9047,State Bank of Patiala,Kolkata,Metro,2016,Pre-Merger,2017-01-04,6.76,4.53,49.91,-0.58,42.02,11.99,299.84,413.11
3231,BR-8121,State Bank of India (Consolidated),Delhi NCR,Urban,2018,Post-Merger,2017-04-01,5.31,1.8,49.93,0.84,44.45,14.37,611.43,765.17
3232,BR-1361,State Bank of Hyderabad,Mumbai Metro,Semi-Urban,2017,Pre-Merger,2017-04-01,7.53,4.44,52.42,0.3,41.87,12.5,978.9,1293.78
3233,BR-8546,State Bank of India (Consolidated),Jaipur,Semi-Urban,2021,Post-Merger,2017-04-01,8.22,3.66,45.87,0.63,47.31,12.81,183.65,250.57
3234,BR-5252,State Bank of Bikaner and Jaipur,Kolkata,Metro,2017,Pre-Merger,2017-01-04,5.75,3.31,56.63,0.21,37.36,13.19,1106.91,1549.32
3235,BR-1461,State Bank of India (Parent),Kolkata,Rural,2015,Pre-Merger,2017-04-01,10.93,5.47,56.68,-0.22,42.69,14.5,684.0,800.38
3236,BR-9218,State Bank of India (Consolidated),Jaipur,Metro,2018,Post-Merger,2017-04-01,4.41,1.27,39.02,1.1,47.32,11.5,562.82,716.87
3237,BR-9647,State Bank of Bikaner and Jaipur,Bengaluru,Semi-Urban,2017,Pre-Merger,2017-04-01,12.45,6.57,59.24,-0.24,40.59,11.57,1168.95,1629.95
3238,BR-6220,State Bank of India (Consolidated),Thiruvananthapuram,Urban,2021,Post-Merger,2017-01-04,7.56,2.8,43.55,0.59,44.77,13.81,1406.21,1686.51
3239,BR-6071,State Bank of India (Consolidated),Hyderabad,Rural,2020,Post-Merger,2017-01-04,5.77,1.99,47.26,0.83,44.36,16.07,359.49,427.31
3240,BR-5053,State Bank of Bikaner and Jaipur,Thiruvananthapuram,Rural,2014,Pre-Merger,2017-04-01,13.61,7.29,57.58,0.99,41.93,11.31,1476.71,1932.19
3241,BR-6729,State Bank of India (Parent),Jaipur,Urban,2017,Pre-Merger,2017-01-04,8.4,4.71,54.4,1.11,40.64,10.86,1386.77,1627.67
3242,BR-5703,State Bank of India (Consolidated),Chennai,Rural,2019,Post-Merger,2017-01-04,3.81,0.97,45.77,0.89,49.66,15.08,152.81,179.79
3243,BR-9622,State Bank of India (Consolidated),Chennai,Metro,2021,Post-Merger,2017-04-01,8.88,3.47,44.98,0.84,41.42,14.46,272.83,323.26
3244,BR-2790,State Bank of India (Consolidated),Kolkata,Metro,2019,Post-Merger,2017-04-01,7.12,2.35,47.19,0.46,43.67,12.76,534.9,773.56
3245,BR-2804,State Bank of India (Consolidated),Hyderabad,Urban,2019,Post-Merger,2017-04-01,7.75,2.16,48.23,0.2,48.74,14.9,122.51,162.29
3246,BR-3949,State Bank of India (Consolidated),Lucknow,Urban,2019,Post-Merger,2017-04-01,11.01,2.88,52.15,0.48,44.31,14.27,417.7,565.56
3247,BR-2415,State Bank of India (Consolidated),Kolkata,Rural,2021,Post-Merger,2017-01-04,6.72,1.73,45.39,0.53,44.7,13.17,122.67,143.86
3248,BR-2622,Bharatiya Mahila Bank,Bhopal,Rural,2017,Pre-Merger,2017-04-01,14.14,9.28,60.8,0.11,43.77,11.26,1195.2,1631.4
3249,BR-3796,State Bank of India (Consolidated),Chennai,Semi-Urban,2019,Post-Merger,2017-01-04,6.03,1.99,47.26,0.91,53.53,13.25,269.35,310.7
3250,BR-4988,State Bank of India (Consolidated),Thiruvananthapuram,Urban,2020,Post-Merger,2017-01-04,5.54,1.99,47.26,0.77,45.58,16.9,1464.43,1771.14
3251,BR-2167,State Bank of Travancore,Bengaluru,Metro,2015,Pre-Merger,2017-04-01,7.71,4.8,52.99,0.27,35.01,10.47,1378.69,1721.76
3252,BR-2346,State Bank of Travancore,Ahmedabad,Semi-Urban,2014,Pre-Merger,2017-04-01,6.02,3.1,50.12,1.2,40.2,12.36,115.1,137.08
3253,BR-8793,State Bank of India (Consolidated),Hyderabad,Metro,2021,Post-Merger,2017-01-04,4.35,1.94,52.44,0.86,47.81,15.46,722.94,835.96
3254,BR-7704,State Bank of India (Consolidated),Mumbai Metro,Urban,2018,Post-Merger,2017-01-04,4.47,1.32,44.76,0.77,46.05,15.3,496.05,672.69
3255,BR-9737,State Bank of India (Parent),Chandigarh,Semi-Urban,2015,Pre-Merger,2017-04-01,11.33,6.56,49.66,-0.08,37.3,13.8,374.81,538.44
3256,BR-1379,State Bank of Travancore,Delhi NCR,Rural,2014,Pre-Merger,2017-04-01,12.25,8.02,48.46,0.11,39.74,11.89,393.27,517.23
3257,BR-6819,State Bank of Bikaner and Jaipur,Bengaluru,Metro,2015,Pre-Merger,2017-04-01,5.98,3.69,56.73,0.07,40.67,12.43,1408.94,1993.54
3258,BR-1066,State Bank of India (Consolidated),Kolkata,Semi-Urban,2019,Post-Merger,2017-04-01,1.86,0.83,43.31,0.64,38.61,14.06,883.67,1139.95
3259,BR-6149,State Bank of India (Parent),Ahmedabad,Semi-Urban,2016,Pre-Merger,2017-04-01,14.74,8.52,61.27,0.42,42.32,12.82,517.75,616.59
3260,BR-2363,State Bank of India (Consolidated),Chandigarh,Rural,2021,Post-Merger,2017-01-04,8.62,3.31,50.86,0.57,40.79,15.37,591.23,847.02
3261,BR-8688,State Bank of India (Consolidated),Chandigarh,Metro,2019,Post-Merger,2017-04-01,5.72,1.6,48.9,0.85,46.47,14.39,747.91,1064.99
3262,BR-6375,State Bank of India (Parent),Thiruvananthapuram,Urban,2017,Pre-Merger,2017-04-01,12.87,6.81,53.26,-0.29,46.03,12.86,1392.94,1867.53
3263,BR-8758,State Bank of India (Consolidated),Ahmedabad,Urban,2021,Post-Merger,2017-04-01,9.97,3.5,49.4,0.78,43.02,15.28,342.44,422.19
3264,BR-5105,State Bank of India (Consolidated),Chennai,Semi-Urban,2018,Post-Merger,2017-04-01,1.81,0.73,43.27,0.26,50.37,13.41,692.18,832.78
3265,BR-3324,State Bank of Bikaner and Jaipur,Chennai,Metro,2017,Pre-Merger,2017-04-01,6.85,4.58,58.3,0.05,49.9,11.29,1191.04,1419.52
3266,BR-2723,State Bank of Mysore,Jaipur,Urban,2016,Pre-Merger,2017-01-04,4.5,3.05,48.57,0.85,35.4,11.49,271.82,348.15
3267,BR-6636,State Bank of India (Consolidated),Jaipur,Urban,2018,Post-Merger,2017-04-01,5.9,2.41,41.86,0.1,43.48,13.76,1376.41,1693.7
3268,BR-9964,State Bank of India (Consolidated),Chandigarh,Metro,2020,Post-Merger,2017-04-01,8.35,2.79,37.21,0.96,46.65,14.58,520.01,677.81
3269,BR-4892,State Bank of India (Parent),Lucknow,Metro,2017,Pre-Merger,2017-04-01,9.3,5.69,57.46,0.08,42.81,10.47,803.73,1064.0
3270,BR-3026,State Bank of India (Parent),Kolkata,Urban,2015,Pre-Merger,2017-04-01,10.59,7.16,56.84,-0.08,40.68,11.62,975.05,1141.85
3271,BR-6614,State Bank of India (Parent),Jaipur,Semi-Urban,2017,Pre-Merger,2017-01-04,11.02,7.45,52.07,0.66,41.91,12.13,553.6,741.64
3272,BR-2009,State Bank of India (Consolidated),Chandigarh,Semi-Urban,2018,Post-Merger,2017-04-01,8.11,2.73,47.71,0.78,42.89,12.26,1040.58,1471.51
3273,BR-3452,State Bank of India (Consolidated),Delhi NCR,Rural,2018,Post-Merger,2017-04-01,7.77,2.32,42.72,1.07,44.65,13.09,548.17,733.55
3274,BR-1977,State Bank of India (Consolidated),Bhopal,Urban,2020,Post-Merger,2017-04-01,6.26,1.67,48.66,0.77,48.09,14.01,1467.75,1858.48
3275,BR-3956,State Bank of India (Consolidated),Bhopal,Metro,2019,Post-Merger,2017-01-04,1.95,0.85,46.32,0.86,42.89,14.93,167.29,240.19
3276,BR-9395,State Bank of India (Consolidated),Kolkata,Urban,2019,Post-Merger,2017-01-04,4.88,1.52,42.72,0.93,45.15,14.87,148.0,201.89
3277,BR-8312,State Bank of India (Consolidated),Ahmedabad,Urban,2020,Post-Merger,2017-04-01,5.07,2.07,52.77,1.12,52.37,13.23,999.03,1290.25
3278,BR-3317,State Bank of Mysore,Lucknow,Metro,2015,Pre-Merger,2017-01-04,8.71,5.47,60.55,0.23,38.96,10.7,570.58,771.73
3279,BR-5176,State Bank of India (Consolidated),Bhopal,Urban,2021,Post-Merger,2017-01-04,6.84,1.8,37.33,0.13,49.81,12.09,148.37,184.67
3280,BR-1247,State Bank of Mysore,Ahmedabad,Urban,2017,Pre-Merger,2017-04-01,17.76,11.71,65.52,0.47,39.28,11.07,518.88,750.25
3281,BR-5000,State Bank of India (Consolidated),Delhi NCR,Urban,2018,Post-Merger,2017-04-01,4.73,1.29,44.0,1.43,47.25,13.17,1407.23,1840.69
3282,BR-1554,State Bank of India (Consolidated),Lucknow,Semi-Urban,2021,Post-Merger,2017-04-01,7.14,2.29,49.8,0.9,47.77,15.58,807.26,989.97
3283,BR-3907,State Bank of India (Parent),Jaipur,Semi-Urban,2017,Pre-Merger,2017-04-01,11.58,7.82,58.47,1.2,39.84,11.35,146.41,173.74
3284,BR-5269,State Bank of India (Parent),Mumbai Metro,Rural,2014,Pre-Merger,2017-01-04,9.9,6.62,54.04,1.2,45.94,13.32,324.14,445.86
3285,BR-5183,State Bank of India (Parent),Chandigarh,Urban,2015,Pre-Merger,2017-01-04,8.9,5.24,55.25,0.81,40.02,12.68,148.89,202.57
3286,BR-9394,State Bank of India (Parent),Chandigarh,Rural,2016,Pre-Merger,2017-04-01,8.16,4.42,48.41,0.85,43.07,10.99,1108.49,1353.92
3287,BR-4568,State Bank of India (Consolidated),Delhi NCR,Urban,2019,Post-Merger,2017-04-01,8.08,2.73,46.2,0.65,42.51,12.6,225.58,294.51
3288,BR-8476,State Bank of Hyderabad,Kolkata,Rural,2017,Pre-Merger,2017-04-01,9.54,6.39,56.4,-0.46,34.8,11.58,587.36,727.36
3289,BR-3216,State Bank of Patiala,Chennai,Urban,2014,Pre-Merger,2017-01-04,11.13,7.31,53.64,0.27,41.14,12.89,724.34,860.36
3290,BR-4076,State Bank of India (Consolidated),Jaipur,Semi-Urban,2018,Post-Merger,2017-04-01,4.7,2.01,43.39,0.67,42.36,13.69,511.75,706.91
3291,BR-3847,State Bank of India (Parent),Hyderabad,Urban,2014,Pre-Merger,2017-04-01,13.88,7.46,61.49,0.7,39.6,12.88,416.06,602.78
3292,BR-5106,State Bank of Mysore,Ahmedabad,Urban,2016,Pre-Merger,2017-04-01,8.74,4.9,48.68,0.62,43.78,9.5,666.15,805.63
3293,BR-9329,State Bank of India (Consolidated),Delhi NCR,Metro,2021,Post-Merger,2017-01-04,5.55,1.57,47.73,0.49,47.23,11.5,1215.34,1502.28
3294,BR-7778,State Bank of India (Consolidated),Thiruvananthapuram,Urban,2019,Post-Merger,2017-04-01,5.02,1.32,51.88,0.78,45.73,13.27,1003.88,1332.89
3295,BR-8922,State Bank of India (Consolidated),Delhi NCR,Urban,2020,Post-Merger,2017-04-01,9.29,3.63,46.73,0.77,49.84,13.38,1303.8,1824.34
3296,BR-6513,State Bank of India (Parent),Bengaluru,Rural,2016,Pre-Merger,2017-04-01,12.73,7.94,57.11,0.14,42.19,12.79,337.82,397.54
3297,BR-6898,State Bank of Bikaner and Jaipur,Jaipur,Metro,2016,Pre-Merger,2017-04-01,15.62,9.69,58.7,1.2,37.37,11.6,638.52,797.34
3298,BR-7482,State Bank of Hyderabad,Mumbai Metro,Semi-Urban,2016,Pre-Merger,2017-04-01,4.0,2.24,54.72,0.6,41.69,13.25,349.68,504.37
3299,BR-3761,State Bank of India (Parent),Ahmedabad,Semi-Urban,2016,Pre-Merger,2017-04-01,14.2,7.57,60.6,0.98,45.17,11.93,1262.52,1650.05
3300,BR-6521,State Bank of Patiala,Delhi NCR,Urban,2014,Pre-Merger,2017-01-04,2.84,1.77,55.75,-0.11,38.97,11.74,224.98,273.24
3301,BR-2108,State Bank of Patiala,Chennai,Metro,2016,Pre-Merger,2017-04-01,8.76,5.8,57.89,-0.5,42.78,12.43,1016.11,1229.9
3302,BR-2286,State Bank of Bikaner and Jaipur,Jaipur,Urban,2016,Pre-Merger,2017-01-04,10.2,5.73,55.230000000000004,-0.2,37.71,12.07,382.81,506.23
3303,BR-4380,State Bank of India (Parent),Chandigarh,Semi-Urban,2017,Pre-Merger,2017-04-01,6.52,3.89,62.28,1.2,33.5,11.34,495.33,707.37
3304,BR-4670,State Bank of Travancore,Thiruvananthapuram,Rural,2015,Pre-Merger,2017-04-01,9.97,6.48,60.9,-0.11,42.38,13.32,1292.01,1580.65
3305,BR-3250,Bharatiya Mahila Bank,Bhopal,Urban,2016,Pre-Merger,2017-04-01,11.33,6.16,49.96,0.63,37.23,13.72,533.49,666.28
3306,BR-5319,State Bank of India (Consolidated),Ahmedabad,Rural,2019,Post-Merger,2017-04-01,6.21,2.47,52.39,1.02,48.53,14.8,366.4,530.74
3307,BR-7374,State Bank of India (Parent),Chennai,Urban,2017,Pre-Merger,2017-04-01,9.23,5.61,51.88,-0.24,32.01,12.34,564.28,675.04
3308,BR-6327,State Bank of India (Parent),Kolkata,Urban,2016,Pre-Merger,2017-04-01,10.46,6.96,50.16,1.1,40.17,11.64,342.18,474.22
3309,BR-8157,State Bank of Bikaner and Jaipur,Chandigarh,Metro,2016,Pre-Merger,2017-04-01,13.65,9.1,48.69,-0.68,44.65,11.47,1481.96,1977.84
3310,BR-9713,State Bank of India (Parent),Jaipur,Metro,2015,Pre-Merger,2017-04-01,7.29,3.89,58.06,-0.5,45.35,10.21,165.51,212.81
3311,BR-3809,State Bank of India (Consolidated),Lucknow,Semi-Urban,2020,Post-Merger,2017-04-01,7.68,2.53,45.18,0.47,36.9,13.94,209.62,254.04
3312,BR-7412,State Bank of India (Consolidated),Thiruvananthapuram,Urban,2019,Post-Merger,2017-04-01,9.03,3.35,52.33,0.45,46.4,14.03,1450.81,2016.56
3313,BR-1037,State Bank of India (Parent),Ahmedabad,Metro,2016,Pre-Merger,2017-04-01,7.26,4.01,60.88,0.81,45.55,11.76,282.98,403.63
3314,BR-8297,State Bank of India (Consolidated),Chandigarh,Urban,2018,Post-Merger,2017-04-01,2.35,0.63,41.28,0.41,40.97,14.42,880.0,1184.75
3315,BR-9106,State Bank of India (Consolidated),Ahmedabad,Rural,2020,Post-Merger,2017-04-01,5.0,2.12,52.76,1.06,45.05,12.33,1004.17,1379.22
3316,BR-8234,State Bank of India (Consolidated),Thiruvananthapuram,Urban,2021,Post-Merger,2017-04-01,6.64,2.0,48.45,1.08,53.18,12.55,620.12,799.75
3317,BR-9870,State Bank of India (Parent),Hyderabad,Metro,2015,Pre-Merger,2017-04-01,10.05,5.33,52.9,0.91,42.6,12.68,1249.87,1602.38
3318,BR-4072,State Bank of India (Consolidated),Kolkata,Metro,2021,Post-Merger,2017-01-04,5.83,1.6,46.45,0.55,46.01,13.47,350.05,456.53
3319,BR-9629,State Bank of India (Consolidated),Ahmedabad,Metro,2020,Post-Merger,2017-01-04,7.37,1.99,47.26,0.85,50.17,13.37,323.26,455.43
3320,BR-1712,State Bank of India (Consolidated),Chennai,Semi-Urban,2020,Post-Merger,2017-04-01,5.43,1.47,48.8,0.17,52.77,13.88,1468.68,2123.59
3321,BR-7701,State Bank of India (Consolidated),Hyderabad,Rural,2020,Post-Merger,2017-04-01,5.15,1.49,49.68,0.45,47.57,13.27,1151.97,1498.77
3322,BR-2304,State Bank of India (Consolidated),Kolkata,Semi-Urban,2020,Post-Merger,2017-01-04,5.15,1.83,47.26,0.22,42.3,12.91,977.17,1314.63
3323,BR-7332,State Bank of India (Consolidated),Bhopal,Metro,2021,Post-Merger,2017-01-04,5.24,1.44,51.66,0.27,49.95,11.99,1409.86,1650.46
3324,BR-9591,State Bank of India (Consolidated),Kolkata,Semi-Urban,2018,Post-Merger,2017-01-04,2.53,0.99,45.24,0.54,44.39,15.06,742.62,917.57
3325,BR-5257,State Bank of India (Consolidated),Lucknow,Urban,2020,Post-Merger,2017-04-01,9.95,4.13,51.22,1.0,45.65,13.4,314.67,395.26
3326,BR-7782,State Bank of Bikaner and Jaipur,Bengaluru,Rural,2017,Pre-Merger,2017-04-01,11.22,6.65,59.35,0.84,40.78,12.65,198.06,268.66
3327,BR-7090,State Bank of India (Consolidated),Delhi NCR,Semi-Urban,2021,Post-Merger,2017-04-01,4.56,1.93,45.97,0.38,42.97,12.69,501.69,634.93
3328,BR-6436,State Bank of India (Consolidated),Lucknow,Semi-Urban,2019,Post-Merger,2017-04-01,5.81,1.81,47.96,0.85,35.0,15.58,179.58,217.15
3329,BR-1249,State Bank of Hyderabad,Bhopal,Rural,2017,Pre-Merger,2017-01-04,5.21,3.47,51.0,-0.25,39.54,13.16,268.87,316.59
3330,BR-7040,State Bank of India (Parent),Delhi NCR,Semi-Urban,2017,Pre-Merger,2017-04-01,5.54,3.16,48.39,0.32,32.89,11.27,1209.57,1643.09
3331,BR-5855,State Bank of India (Parent),Delhi NCR,Semi-Urban,2014,Pre-Merger,2017-04-01,10.54,6.86,50.99,0.58,44.01,11.58,1331.54,1576.5
3332,BR-8437,State Bank of India (Consolidated),Chandigarh,Urban,2021,Post-Merger,2017-01-04,4.84,2.02,47.26,0.75,47.24,14.26,1462.59,1804.34
3333,BR-8423,Bharatiya Mahila Bank,Kolkata,Rural,2014,Pre-Merger,2017-04-01,7.54,4.67,53.84,0.97,44.19,10.25,519.93,650.64
3334,BR-9726,State Bank of Travancore,Hyderabad,Semi-Urban,2014,Pre-Merger,2017-04-01,9.06,4.88,51.24,1.2,34.02,12.3,1188.51,1631.56
3335,BR-1736,State Bank of India (Consolidated),Bengaluru,Metro,2018,Post-Merger,2017-04-01,7.93,2.78,49.09,1.13,44.43,13.24,147.66,194.86
3336,BR-2565,State Bank of India (Consolidated),Mumbai Metro,Metro,2020,Post-Merger,2017-04-01,7.37,2.45,43.41,0.6,42.24,12.64,484.22,580.52
3337,BR-8089,State Bank of Patiala,Bengaluru,Semi-Urban,2016,Pre-Merger,2017-04-01,11.52,6.44,53.41,0.13,44.66,9.63,629.68,840.98
3338,BR-5407,State Bank of Bikaner and Jaipur,Bhopal,Semi-Urban,2015,Pre-Merger,2017-04-01,10.14,5.54,59.27,0.12,42.39,13.28,907.63,1160.07
3339,BR-3924,State Bank of India (Parent),Thiruvananthapuram,Urban,2017,Pre-Merger,2017-04-01,12.76,6.61,58.87,0.59,39.06,13.61,342.34,396.84
