record_id,branch_code,entity_name,circle_zone,branch_tier,fiscal_year,period_type,merger_cutoff_date,gross_npa_pct,net_npa_pct,cost_to_income_pct,roa_pct,casa_ratio_pct,car_crar_pct,advances_inr_cr,deposits_inr_cr
3086,BR-4274,State Bank of Patiala,Bhopal,Semi-Urban,2014,Pre-Merger,2017-04-01,9.17%,5.61%,44.59%,0.75%,38.88%,10.98%,818.39,991.33
3087,BR-8447,State Bank of Bikaner and Jaipur,Chandigarh,Rural,2016,Pre-Merger,01/04/2017,10.21%,6.51%,49.32%,0.70%,39.24%,11.04%,740.76,"1,046.56"
3088,BR-5265,State Bank of India (Consolidated),Chandigarh,Metro,2018,Post-Merger,2017-04-01,4.83%,1.85%,49.76%,0.21%,45.47%,15.30%,918.01,"1,202.08"
3089,BR-8008,State Bank of Patiala,Chandigarh,Metro,2014,Pre-Merger,2017-04-01,9.12%,6.13%,52.40%,1.20%,48.64%,13.07%,"1,150.73","1,587.27"
3090,BR-8764,State Bank of India (Parent),Ahmedabad,Rural,2014,Pre-Merger,2017-04-01,9.52%,4.91%,58.88%,0.07%,47.25%,13.27%,795.40,"1,134.81"
3091,BR-5238,State Bank of Patiala,Bengaluru,Metro,2016,Pre-Merger,2017-04-01,4.25%,2.40%,46.08%,0.60%,46.77%,12.26%,450.77,552.51
3092,BR-9841,State Bank of India (Consolidated),Chandigarh,Metro,2018,Post-Merger,2017-04-01,3.59%,1.50%,47.90%,0.50%,39.52%,16.25%,"1,258.28","1,802.95"
3093,BR-3022,State Bank of India (Parent),Ahmedabad,Metro,2014,Pre-Merger,2017-04-01,2.19%,1.33%,52.70%,1.20%,42.90%,10.48%,188.37,228.93
3094,BR-9447,State Bank of India (Consolidated),Bengaluru,Semi-Urban,2020,Post-Merger,2017-04-01,6.09%,1.54%,42.07%,0.31%,46.71%,14.33%,608.26,825.07
3095,BR-2416,State Bank of Travancore,Hyderabad,Urban,2014,Pre-Merger,01/04/2017,5.05%,2.91%,59.59%,0.76%,40.77%,13.12%,"1,346.31","1,585.42"
3096,BR-1266,State Bank of India (Consolidated),Bengaluru,Semi-Urban,2021,Post-Merger,2017-04-01,6.71%,2.74%,50.00%,0.89%,39.64%,12.52%,125.00,161.10
3097,BR-1852,State Bank of India (Parent),Delhi NCR,Rural,2016,Pre-Merger,2017-04-01,9.87%,5.43%,53.02%,0.33%,40.12%,11.28%,424.61,497.00
3098,BR-3466,State Bank of India (Consolidated),Thiruvananthapuram,Rural,2020,Post-Merger,2017-04-01,1.89%,0.83%,46.98%,0.86%,44.97%,15.28%,679.51,783.72
3099,BR-8574,State Bank of India (Parent),Hyderabad,Rural,2016,Pre-Merger,2017-04-01,9.28%,5.81%,50.93%,0.30%,36.69%,11.41%,"1,369.41","1,876.71"
3100,BR-8566,State Bank of India (Parent),Bengaluru,Rural,2014,Pre-Merger,2017-04-01,6.32%,4.26%,54.21%,0.02%,40.94%,12.65%,202.80,280.23
3101,BR-1676,State Bank of India (Consolidated),Hyderabad,Metro,2020,Post-Merger,01/04/2017,7.22%,3.14%,43.03%,1.05%,44.21%,12.19%,802.56,"1,029.43"
3102,BR-3651,State Bank of India (Consolidated),Lucknow,Metro,2021,Post-Merger,01/04/2017,4.24%,1.54%,40.00%,0.79%,46.93%,13.77%,149.37,201.19
3103,BR-6815,State Bank of India (Consolidated),Lucknow,Rural,2018,Post-Merger,2017-04-01,4.29%,1.85%,53.73%,0.10%,47.21%,12.37%,467.49,666.54
3104,BR-6411,State Bank of India (Consolidated),Bhopal,Urban,2021,Post-Merger,2017-04-01,6.78%,1.97%,49.14%,0.10%,47.40%,15.05%,221.36,279.44
3105,BR-3191,State Bank of India (Consolidated),Delhi NCR,Urban,2020,Post-Merger,2017-04-01,8.34%,3.13%,45.87%,0.10%,49.40%,12.05%,786.80,"1,052.30"
3106,BR-5035,State Bank of India (Consolidated),Hyderabad,Urban,2021,Post-Merger,01/04/2017,6.49%,2.78%,47.44%,0.80%,44.08%,14.98%,685.09,851.92
3107,BR-7154,State Bank of India (Consolidated),Jaipur,Urban,2018,Post-Merger,2017-04-01,5.32%,1.81%,45.74%,0.94%,46.30%,14.14%,523.26,746.29
3108,BR-4638,State Bank of Patiala,Hyderabad,Metro,2016,Pre-Merger,01/04/2017,12.30%,7.77%,48.44%,0.70%,44.58%,11.16%,"1,219.72","1,445.17"
3109,BR-9187,State Bank of Hyderabad,Ahmedabad,Metro,2016,Pre-Merger,2017-04-01,14.04%,9.05%,56.98%,0.55%,33.95%,11.68%,308.08,360.77
3110,BR-2882,State Bank of Travancore,Bengaluru,Rural,2015,Pre-Merger,2017-04-01,12.42%,7.06%,53.54%,-0.21%,39.30%,12.29%,885.76,"1,100.31"
3111,BR-8655,State Bank of Mysore,Mumbai Metro,Urban,2014,Pre-Merger,2017-04-01,9.65%,5.79%,52.57%,0.42%,39.63%,13.57%,855.69,"1,143.96"
3112,BR-1466,State Bank of India (Consolidated),Mumbai Metro,Urban,2019,Post-Merger,01/04/2017,6.99%,2.38%,49.69%,0.79%,45.72%,14.90%,516.34,642.60
3113,BR-9560,State Bank of India (Consolidated),Chennai,Metro,2020,Post-Merger,2017-04-01,9.18%,3.55%,52.97%,0.12%,49.75%,14.20%,870.85,"1,083.73"
3114,BR-3472,State Bank of India (Consolidated),Delhi NCR,Rural,2020,Post-Merger,2017-04-01,1.99%,0.81%,46.32%,0.10%,39.39%,13.44%,829.46,967.18
3115,BR-7846,State Bank of India (Consolidated),Kolkata,Metro,2019,Post-Merger,2017-04-01,4.08%,1.83%,44.45%,0.52%,48.33%,14.32%,510.28,620.70
3116,BR-8287,State Bank of Travancore   ,Bengaluru,Semi-Urban,2016,Pre-Merger,01/04/2017,8.49%,5.28%,51.76%,0.16%,47.05%,12.32%,865.95,996.75
3117,BR-6530,State Bank of India (Consolidated)   ,Chennai,Semi-Urban,2018,Post-Merger,01/04/2017,4.65%,1.74%,43.93%,0.94%,42.97%,11.87%,"1,226.27","1,596.38"
3118,BR-2051,State Bank of India (Parent),Chandigarh,Urban,2014,Pre-Merger,01/04/2017,6.66%,4.25%,55.44%,-1.40%,35.48%,13.10%,928.29,"1,260.54"
3119,BR-2450,State Bank of India (Parent),Kolkata,Rural,2014,Pre-Merger,2017-04-01,12.58%,6.38%,55.74%,0.82%,45.25%,11.46%,951.77,"1,190.74"
3120,BR-5370,State Bank of India (Consolidated),Jaipur,Semi-Urban,2020,Post-Merger,2017-04-01,8.22%,2.54%,50.69%,0.37%,45.11%,14.33%,"1,373.05","1,822.64"
3121,BR-4592,State Bank of India (Consolidated),Ahmedabad,Rural,2020,Post-Merger,2017-04-01,9.72%,2.68%,48.67%,1.29%,51.31%,13.75%,"1,152.29","1,330.93"
3122,BR-7458,State Bank of Bikaner and Jaipur,Kolkata,Semi-Urban,2015,Pre-Merger,2017-04-01,6.35%,3.89%,55.53%,0.49%,40.59%,9.95%,986.04,"1,155.21"
3123,BR-7559,Bharatiya Mahila Bank,Hyderabad,Rural,2015,Pre-Merger,2017-04-01,4.94%,2.49%,56.72%,1.20%,38.50%,11.90%,741.79,873.33
3124,BR-3230,State Bank of Mysore,Hyderabad,Urban,2016,Pre-Merger,01/04/2017,11.58%,6.68%,62.49%,0.75%,42.76%,11.51%,"1,236.72","1,747.93"
3125,BR-7072,State Bank of India (Consolidated),Jaipur,Metro,2021,Post-Merger,2017-04-01,6.28%,2.77%,44.14%,0.30%,43.08%,15.48%,591.38,793.87
3126,BR-2197,State Bank of Travancore,Mumbai Metro,Urban,2015,Pre-Merger,2017-04-01,14.89%,9.68%,57.36%,0.30%,33.47%,11.19%,716.44,998.86
3127,BR-7524,State Bank of India (Consolidated),Bengaluru,Semi-Urban,2021,Post-Merger,2017-04-01,5.45%,1.77%,52.78%,0.10%,40.60%,14.19%,777.87,"1,088.88"
3128,BR-6670,State Bank of India (Consolidated),Delhi NCR,Metro,2018,Post-Merger,01/04/2017,5.99%,2.47%,46.01%,1.00%,52.32%,13.78%,"1,208.54","1,599.32"
3129,BR-8210,State Bank of India (Consolidated),Thiruvananthapuram,Semi-Urban,2018,Post-Merger,01/04/2017,5.24%,1.94%,43.64%,0.84%,40.74%,11.75%,"1,263.63","1,644.59"
3130,BR-1792,Bharatiya Mahila Bank,Mumbai Metro,Metro,2016,Pre-Merger,01/04/2017,8.22%,4.49%,54.43%,-0.42%,30.80%,11.62%,831.69,"1,014.38"
3131,BR-8066,State Bank of India (Consolidated),Hyderabad,Semi-Urban,2019,Post-Merger,01/04/2017,7.01%,1.79%,47.10%,0.71%,44.38%,13.29%,722.26,844.23
3132,BR-7026,State Bank of India (Consolidated),Kolkata,Semi-Urban,2020,Post-Merger,2017-04-01,4.40%,1.79%,47.60%,0.66%,51.26%,11.93%,719.59,961.45
3133,BR-3699,State Bank of India (Consolidated),Thiruvananthapuram,Urban,2021,Post-Merger,2017-04-01,5.23%,1.67%,47.70%,0.88%,55.16%,13.98%,661.87,871.95
3134,BR-8892,State Bank of India (Consolidated),Mumbai Metro,Urban,2018,Post-Merger,2017-04-01,4.68%,1.47%,38.81%,0.87%,41.10%,13.09%,847.42,"1,087.44"
3135,BR-2915,State Bank of India (Parent),Thiruvananthapuram,Metro,2017,Pre-Merger,2017-04-01,8.41%,4.95%,45.94%,-0.32%,41.25%,11.47%,125.01,169.13
3136,BR-8374,State Bank of India (Consolidated),Chandigarh,Urban,2021,Post-Merger,2017-04-01,8.17%,3.49%,48.04%,0.86%,44.36%,13.22%,"1,258.91","1,542.91"
3137,BR-5931,State Bank of India (Consolidated),Thiruvananthapuram,Metro,2020,Post-Merger,2017-04-01,6.04%,2.70%,50.42%,0.58%,51.51%,15.37%,"1,439.77","1,895.84"
3138,BR-6325,State Bank of India (Consolidated),Jaipur,Urban,2019,Post-Merger,2017-04-01,5.98%,1.85%,51.73%,0.68%,53.17%,13.58%,207.95,286.69
3139,BR-2654,State Bank of Travancore,Chennai,Semi-Urban,2016,Pre-Merger,2017-04-01,11.10%,5.87%,44.35%,0.60%,47.57%,12.90%,"1,344.72","1,812.49"
3140,BR-9577,State Bank of India (Parent),Bhopal,Metro,2017,Pre-Merger,2017-04-01,9.53%,6.47%,52.21%,-0.06%,39.13%,11.13%,490.78,652.90
3141,BR-7079,State Bank of India (Parent),Mumbai Metro,Urban,2016,Pre-Merger,2017-04-01,10.79%,7.24%,53.86%,0.41%,40.88%,11.90%,662.48,925.70
3142,BR-2762,State Bank of India (Parent),Kolkata,Metro,2015,Pre-Merger,2017-04-01,11.18%,7.58%,58.57%,-0.07%,36.49%,10.96%,227.49,299.82
3143,BR-3475,State Bank of India (Consolidated),Bhopal,Urban,2021,Post-Merger,01/04/2017,5.06%,1.27%,45.78%,0.30%,46.10%,14.14%,"1,028.39","1,485.48"
3144,BR-2452,State Bank of Travancore   ,Mumbai Metro,Metro,2017,Pre-Merger,01/04/2017,17.17%,,,0.24%,50.57%,13.43%,947.06,"1,183.51"
3145,BR-2005,State Bank of India (Consolidated),Lucknow,Metro,2018,Post-Merger,2017-04-01,4.19%,1.88%,43.06%,0.77%,40.29%,14.12%,647.13,807.22
3146,BR-9008,State Bank of Patiala,Hyderabad,Rural,2015,Pre-Merger,2017-04-01,6.00%,3.88%,63.24%,0.35%,43.06%,13.17%,"1,381.18","1,608.09"
3147,BR-1720,State Bank of India (Parent),Delhi NCR,Urban,2014,Pre-Merger,2017-04-01,7.91%,5.27%,54.02%,0.45%,37.71%,11.96%,"1,216.18","1,691.88"
3148,BR-3716,State Bank of Bikaner and Jaipur,Kolkata,Metro,2014,Pre-Merger,2017-04-01,13.08%,7.55%,48.69%,-0.44%,43.67%,12.15%,"1,409.15","1,850.99"
3149,BR-1944,State Bank of India (Consolidated)   ,Kolkata,Metro,2019,Post-Merger,01/04/2017,7.21%,,,0.93%,43.40%,11.72%,585.46,699.76
3150,BR-6498,State Bank of India (Parent),Ahmedabad,Metro,2017,Pre-Merger,2017-04-01,13.59%,7.96%,58.86%,-0.11%,42.62%,12.75%,291.65,364.80
3151,BR-1215,State Bank of India (Consolidated),Bhopal,Semi-Urban,2019,Post-Merger,01/04/2017,6.07%,2.09%,46.71%,0.77%,50.21%,15.95%,169.32,213.34
3152,BR-9940,State Bank of India (Parent),Ahmedabad,Rural,2017,Pre-Merger,2017-04-01,8.67%,4.80%,56.94%,0.05%,35.05%,9.90%,859.42,"1,141.92"
3153,BR-1331,State Bank of India (Consolidated),Chandigarh,Urban,2021,Post-Merger,2017-04-01,3.94%,1.10%,49.35%,0.97%,42.38%,12.75%,453.96,645.61
3154,BR-8807,State Bank of Travancore,Chandigarh,Semi-Urban,2014,Pre-Merger,2017-04-01,17.07%,10.83%,59.93%,-0.07%,35.07%,11.27%,389.43,477.24
3155,BR-1998,State Bank of India (Consolidated),Kolkata,Semi-Urban,2019,Post-Merger,2017-04-01,5.62%,2.24%,42.45%,1.01%,41.86%,11.50%,995.90,"1,285.02"
3156,BR-5198,State Bank of India (Parent),Hyderabad,Rural,2017,Pre-Merger,2017-04-01,6.67%,4.52%,49.70%,1.06%,39.68%,11.02%,393.20,510.47
3157,BR-8154,State Bank of Travancore,Delhi NCR,Metro,2017,Pre-Merger,2017-04-01,6.82%,4.20%,50.17%,-0.38%,40.05%,11.89%,358.67,412.74
3158,BR-7643,State Bank of India (Consolidated),Chennai,Urban,2018,Post-Merger,2017-04-01,5.99%,1.98%,46.96%,1.10%,51.91%,12.81%,613.63,804.45
3159,BR-2227,State Bank of India (Consolidated),Bhopal,Rural,2019,Post-Merger,01/04/2017,9.10%,3.84%,44.10%,0.29%,42.94%,14.55%,438.23,587.35
3160,BR-3408,Bharatiya Mahila Bank   ,Chandigarh,Metro,2017,Pre-Merger,01/04/2017,6.13%,3.93%,56.70%,0.02%,37.71%,13.04%,542.00,738.77
3161,BR-3745,State Bank of Travancore,Jaipur,Semi-Urban,2017,Pre-Merger,2017-04-01,9.48%,5.78%,50.99%,0.95%,47.08%,12.32%,589.30,694.79
3162,BR-3006,State Bank of India (Consolidated),Ahmedabad,Urban,2020,Post-Merger,2017-04-01,4.44%,1.70%,45.91%,0.10%,48.18%,13.08%,"1,057.84","1,253.89"
3163,BR-3593,State Bank of India (Parent),Bengaluru,Metro,2014,Pre-Merger,2017-04-01,7.88%,3.95%,58.33%,-0.06%,40.21%,11.79%,775.69,953.62
3164,BR-6932,Bharatiya Mahila Bank,Mumbai Metro,Rural,2017,Pre-Merger,2017-04-01,13.78%,7.95%,55.42%,0.17%,48.32%,12.63%,"1,162.38","1,576.88"
3165,BR-4488,State Bank of India (Consolidated),Thiruvananthapuram,Metro,2021,Post-Merger,2017-04-01,6.20%,1.81%,46.28%,0.46%,45.76%,14.77%,"1,106.24","1,343.37"
3166,BR-4169,State Bank of Bikaner and Jaipur,Thiruvananthapuram,Semi-Urban,2014,Pre-Merger,2017-04-01,10.28%,6.53%,51.98%,0.85%,44.33%,12.79%,612.22,831.80
3167,BR-7294,State Bank of India (Consolidated),Mumbai Metro,Urban,2018,Post-Merger,2017-04-01,5.41%,1.97%,51.89%,1.46%,43.21%,14.39%,"1,425.00","1,994.62"
3168,BR-6110,State Bank of India (Parent),Thiruvananthapuram,Rural,2014,Pre-Merger,2017-04-01,9.94%,6.39%,51.74%,1.20%,40.28%,13.46%,"1,426.06","1,645.63"
3169,BR-4001,State Bank of India (Consolidated),Delhi NCR,Metro,2019,Post-Merger,2017-04-01,7.85%,2.72%,48.22%,1.60%,49.27%,13.69%,"1,497.24","2,034.30"
3170,BR-2488,State Bank of India (Parent),Bengaluru,Semi-Urban,2016,Pre-Merger,2017-04-01,14.47%,7.44%,51.47%,0.47%,41.73%,11.49%,919.78,"1,069.19"
3171,BR-5483,State Bank of Mysore,Lucknow,Urban,2016,Pre-Merger,2017-04-01,8.12%,5.22%,46.87%,1.20%,31.22%,13.40%,"1,272.71","1,582.56"
3172,BR-1810,State Bank of India (Consolidated),Lucknow,Urban,2021,Post-Merger,2017-04-01,6.06%,2.12%,43.49%,1.21%,45.47%,14.11%,"1,213.34","1,472.74"
3173,BR-7609,State Bank of Hyderabad,Bengaluru,Urban,2014,Pre-Merger,2017-04-01,13.33%,7.66%,53.19%,1.20%,35.84%,11.45%,"1,052.27","1,240.87"
3174,BR-3112,State Bank of India (Consolidated),Thiruvananthapuram,Rural,2021,Post-Merger,01/04/2017,7.56%,2.86%,45.27%,0.87%,38.79%,12.50%,129.72,153.81
3175,BR-9701,State Bank of India (Consolidated),Hyderabad,Metro,2021,Post-Merger,2017-04-01,2.48%,0.75%,49.46%,1.11%,45.55%,15.63%,932.97,"1,268.20"
3176,BR-5936,State Bank of India (Consolidated),Hyderabad,Urban,2020,Post-Merger,2017-04-01,6.89%,2.48%,39.70%,0.87%,42.06%,15.32%,632.66,902.16
3177,BR-8618,State Bank of India (Consolidated),Lucknow,Metro,2019,Post-Merger,2017-04-01,6.57%,2.31%,41.01%,0.62%,44.44%,13.91%,471.39,683.13
3178,BR-8915,State Bank of India (Parent),Hyderabad,Semi-Urban,2016,Pre-Merger,2017-04-01,9.44%,5.01%,61.26%,0.39%,37.42%,13.13%,453.65,621.31
3179,BR-6503,State Bank of India (Consolidated),Thiruvananthapuram,Semi-Urban,2018,Post-Merger,2017-04-01,5.68%,2.56%,42.41%,0.45%,38.85%,13.14%,"1,179.32","1,445.76"
3180,BR-6576,State Bank of Travancore,Bengaluru,Urban,2014,Pre-Merger,2017-04-01,9.39%,5.11%,59.30%,0.71%,32.88%,12.75%,"1,468.62","1,811.59"
3181,BR-1603,State Bank of India (Parent),Chennai,Metro,2017,Pre-Merger,2017-04-01,6.04%,4.09%,57.05%,0.11%,44.64%,10.93%,248.37,350.11
3182,BR-1560,State Bank of India (Parent),Kolkata,Rural,2017,Pre-Merger,2017-04-01,9.70%,4.94%,49.64%,1.20%,38.06%,12.92%,700.27,843.28
3183,BR-6801,State Bank of India (Consolidated),Bengaluru,Semi-Urban,2019,Post-Merger,01/04/2017,4.48%,1.32%,50.84%,0.84%,45.44%,12.52%,"1,420.97","1,798.63"
3184,BR-5261,State Bank of Patiala,Ahmedabad,Semi-Urban,2014,Pre-Merger,2017-04-01,8.58%,5.58%,50.13%,1.20%,44.82%,12.72%,577.91,716.00
3185,BR-4743,State Bank of India (Consolidated),Chandigarh,Rural,2021,Post-Merger,2017-04-01,6.00%,1.97%,53.99%,1.06%,51.03%,16.85%,"1,010.59","1,455.87"
3186,BR-6580,State Bank of India (Consolidated),Chennai,Semi-Urban,2021,Post-Merger,01/04/2017,8.00%,3.39%,42.13%,1.45%,50.01%,14.16%,"1,399.34","1,915.57"
3187,BR-8764,State Bank of Travancore,Jaipur,Rural,2015,Pre-Merger,2017-04-01,11.95%,6.12%,59.20%,0.99%,50.59%,12.36%,497.44,596.16
3188,BR-1073,State Bank of India (Consolidated),Chennai,Semi-Urban,2019,Post-Merger,2017-04-01,6.53%,1.77%,46.61%,0.58%,50.43%,12.75%,977.72,"1,408.58"
3189,BR-5681,State Bank of India (Consolidated),Bhopal,Semi-Urban,2020,Post-Merger,2017-04-01,8.56%,3.57%,47.37%,1.11%,46.55%,13.36%,"1,020.96","1,408.25"
3190,BR-1200,State Bank of Bikaner and Jaipur,Hyderabad,Semi-Urban,2017,Pre-Merger,01/04/2017,9.37%,6.24%,52.27%,0.80%,41.10%,12.27%,646.74,798.27
3191,BR-4892,State Bank of India (Consolidated),Lucknow,Urban,2018,Post-Merger,2017-04-01,7.16%,2.91%,49.11%,1.00%,43.32%,12.34%,419.69,565.56
3192,BR-9517,State Bank of India (Consolidated),Jaipur,Urban,2018,Post-Merger,2017-04-01,4.24%,1.10%,48.79%,1.04%,42.22%,13.35%,"1,429.25","1,881.14"
3193,BR-6694,State Bank of Hyderabad,Mumbai Metro,Metro,2017,Pre-Merger,2017-04-01,15.00%,9.75%,54.87%,-0.16%,40.12%,12.49%,"1,471.30","2,043.50"
3194,BR-7823,State Bank of India (Consolidated),Chandigarh,Urban,2018,Post-Merger,2017-04-01,8.60%,3.75%,44.90%,0.94%,46.23%,13.30%,94.13,130.89
3195,BR-1631,State Bank of India (Consolidated)   ,Jaipur,Rural,2021,Post-Merger,01/04/2017,5.15%,1.47%,46.22%,0.94%,48.20%,14.86%,"1,086.24","1,574.31"
3196,BR-5425,State Bank of Travancore,Kolkata,Metro,2016,Pre-Merger,2017-04-01,6.96%,3.60%,55.92%,0.17%,38.76%,13.21%,927.45,"1,173.05"
3197,BR-8302,State Bank of Patiala,Mumbai Metro,Urban,2016,Pre-Merger,2017-04-01,10.67%,5.58%,47.70%,0.61%,44.19%,12.93%,197.72,273.18
3198,BR-9762,State Bank of India (Consolidated),Mumbai Metro,Semi-Urban,2020,Post-Merger,2017-04-01,4.18%,1.84%,44.85%,0.32%,45.10%,13.07%,"1,221.99","1,441.49"
3199,BR-8246,State Bank of India (Consolidated)   ,Jaipur,Rural,2018,Post-Merger,01/04/2017,6.46%,2.27%,51.67%,1.07%,41.09%,14.65%,"1,454.81","2,068.10"
3200,BR-6516,State Bank of Patiala,Delhi NCR,Semi-Urban,2016,Pre-Merger,2017-04-01,9.63%,6.45%,55.26%,0.01%,44.67%,11.34%,215.92,265.07
3201,BR-5043,State Bank of Hyderabad,Kolkata,Metro,2016,Pre-Merger,01/04/2017,9.65%,5.79%,51.95%,1.07%,40.90%,12.98%,652.92,886.90
3202,BR-2693,State Bank of India (Consolidated),Lucknow,Urban,2018,Post-Merger,01/04/2017,5.24%,1.32%,47.34%,1.11%,42.63%,14.25%,598.61,716.46
3203,BR-6701,State Bank of Bikaner and Jaipur,Ahmedabad,Metro,2015,Pre-Merger,2017-04-01,7.49%,4.89%,49.30%,0.57%,36.99%,11.00%,780.84,"1,052.70"
3204,BR-5935,State Bank of Mysore,Mumbai Metro,Semi-Urban,2016,Pre-Merger,2017-04-01,17.10%,9.81%,57.98%,0.61%,35.03%,12.94%,"1,316.70","1,865.88"
3205,BR-8800,State Bank of India (Consolidated),Jaipur,Urban,2018,Post-Merger,2017-04-01,7.56%,3.21%,49.63%,1.03%,45.58%,12.87%,949.69,"1,177.18"
3206,BR-4243,State Bank of India (Consolidated),Jaipur,Semi-Urban,2019,Post-Merger,01/04/2017,6.62%,2.81%,45.23%,0.10%,45.31%,14.56%,"1,216.80","1,717.35"
3207,BR-1216,State Bank of India (Parent),Bengaluru,Semi-Urban,2015,Pre-Merger,2017-04-01,6.71%,3.81%,50.27%,0.26%,38.03%,13.85%,438.68,545.23
3208,BR-8180,State Bank of Patiala,Kolkata,Semi-Urban,2014,Pre-Merger,01/04/2017,9.05%,5.56%,56.60%,0.49%,42.71%,13.53%,"1,015.36","1,212.52"
3209,BR-5659,State Bank of India (Parent),Kolkata,Semi-Urban,2017,Pre-Merger,2017-04-01,11.00%,6.22%,55.49%,1.20%,44.23%,11.71%,889.37,"1,220.31"
3210,BR-6306,State Bank of Patiala,Chennai,Semi-Urban,2015,Pre-Merger,2017-04-01,11.36%,6.15%,57.97%,-0.20%,37.98%,12.82%,663.88,927.93
3211,BR-9779,State Bank of India (Consolidated),Chandigarh,Metro,2020,Post-Merger,01/04/2017,5.89%,2.40%,48.43%,0.64%,49.81%,16.55%,392.71,465.48
3212,BR-2348,State Bank of India (Consolidated),Kolkata,Rural,2019,Post-Merger,01/04/2017,9.92%,2.85%,49.86%,0.92%,39.16%,15.98%,"1,495.23","1,729.03"
3213,BR-5755,State Bank of India (Parent),Lucknow,Urban,2017,Pre-Merger,2017-04-01,9.93%,5.66%,46.84%,0.49%,49.98%,12.73%,750.52,897.60
3214,BR-8273,State Bank of India (Consolidated),Chennai,Metro,2018,Post-Merger,2017-04-01,4.96%,1.74%,45.74%,0.12%,48.56%,14.48%,869.33,"1,071.90"
3215,BR-8020,State Bank of India (Consolidated),Chennai,Semi-Urban,2019,Post-Merger,2017-04-01,4.80%,2.14%,48.88%,0.98%,44.66%,15.52%,"1,379.83","1,799.28"
3216,BR-4305,State Bank of Mysore,Jaipur,Metro,2015,Pre-Merger,2017-04-01,14.39%,8.18%,60.38%,-0.42%,41.80%,11.95%,605.88,811.34
3217,BR-9283,State Bank of Mysore,Thiruvananthapuram,Semi-Urban,2014,Pre-Merger,2017-04-01,9.89%,5.36%,59.34%,0.26%,42.85%,12.23%,"1,377.42","1,635.45"
3218,BR-4128,State Bank of India (Consolidated),Delhi NCR,Metro,2020,Post-Merger,2017-04-01,5.44%,1.43%,47.11%,0.93%,48.96%,13.19%,336.30,411.29
3219,BR-5724,State Bank of India (Consolidated),Chandigarh,Metro,2020,Post-Merger,2017-04-01,7.03%,2.03%,51.19%,1.60%,43.85%,12.63%,710.27,859.46
3220,BR-5473,State Bank of India (Consolidated),Jaipur,Urban,2018,Post-Merger,2017-04-01,6.01%,1.92%,44.48%,0.41%,56.00%,11.66%,"1,199.14","1,629.17"
3221,BR-7234,State Bank of India (Consolidated),Delhi NCR,Metro,2021,Post-Merger,2017-04-01,7.24%,2.33%,43.98%,0.83%,47.47%,13.80%,461.72,576.03
3222,BR-7902,State Bank of India (Consolidated),Jaipur,Metro,2020,Post-Merger,01/04/2017,6.28%,2.05%,39.81%,0.61%,51.95%,14.68%,654.46,896.25
3223,BR-4187,State Bank of India (Parent),Ahmedabad,Semi-Urban,2017,Pre-Merger,2017-04-01,9.57%,4.92%,54.70%,0.76%,42.04%,11.09%,957.15,"1,323.63"
3224,BR-2658,State Bank of India (Parent),Thiruvananthapuram,Urban,2017,Pre-Merger,2017-04-01,6.84%,4.40%,54.44%,0.71%,41.93%,10.93%,453.80,585.08
3225,BR-4470,State Bank of India (Parent)   ,Chandigarh,Metro,2014,Pre-Merger,01/04/2017,9.91%,,,1.20%,44.06%,12.21%,"1,104.21","1,310.21"
3226,BR-4538,State Bank of India (Consolidated)   ,Lucknow,Metro,2021,Post-Merger,01/04/2017,4.96%,2.21%,44.63%,0.85%,50.89%,14.77%,"1,405.00","1,634.91"
3227,BR-8801,State Bank of India (Consolidated),Lucknow,Semi-Urban,2020,Post-Merger,01/04/2017,5.92%,2.52%,55.47%,0.30%,45.80%,13.91%,966.58,"1,169.31"
3228,BR-6674,State Bank of Patiala,Chandigarh,Rural,2016,Pre-Merger,2017-04-01,11.56%,6.99%,59.24%,0.12%,43.92%,13.10%,"1,003.35","1,410.80"
3229,BR-7190,State Bank of India (Consolidated),Mumbai Metro,Rural,2021,Post-Merger,2017-04-01,5.81%,1.53%,48.35%,0.38%,41.61%,14.17%,938.50,"1,284.47"
3230,BR-9047,State Bank of Patiala,Kolkata,Metro,2016,Pre-Merger,01/04/2017,6.76%,4.53%,49.91%,-0.58%,42.02%,11.99%,299.84,413.11
3231,BR-8121,State Bank of India (Consolidated),Delhi NCR,Urban,2018,Post-Merger,2017-04-01,5.31%,1.80%,49.93%,0.84%,44.45%,14.37%,611.43,765.17
3232,BR-1361,State Bank of Hyderabad,Mumbai Metro,Semi-Urban,2017,Pre-Merger,2017-04-01,7.53%,4.44%,52.42%,0.30%,41.87%,12.50%,978.90,"1,293.78"
3233,BR-8546,State Bank of India (Consolidated),Jaipur,Semi-Urban,2021,Post-Merger,2017-04-01,8.22%,3.66%,45.87%,0.63%,47.31%,12.81%,183.65,250.57
3234,BR-5252,State Bank of Bikaner and Jaipur,Kolkata,Metro,2017,Pre-Merger,01/04/2017,5.75%,3.31%,56.63%,0.21%,37.36%,13.19%,"1,106.91","1,549.32"
3235,BR-1461,State Bank of India (Parent),Kolkata,Rural,2015,Pre-Merger,2017-04-01,10.93%,5.47%,56.68%,-0.22%,42.69%,14.50%,684.00,800.38
3236,BR-9218,State Bank of India (Consolidated),Jaipur,Metro,2018,Post-Merger,2017-04-01,4.41%,1.27%,39.02%,1.10%,47.32%,11.50%,562.82,716.87
